sequence_length,accuracy,response_time,total_attempts,mistakes,previous_score,current_level,difficulty_change
3,68.31,46.85,1,2,65.99,1,SAME
4,92.52,47.35,1,0,90.45,2,HARDER
5,43.83,68.84,5,4,34.12,3,EASIER
3,95.17,25.09,2,0,97.62,1,HARDER
7,24.3,61.76,5,6,12.71,5,EASIER
3,67.92,18.72,5,3,61.72,1,EASIER
7,13.58,136.42,5,5,3.83,5,EASIER
4,98.84,27.97,1,0,98.52,2,HARDER
4,60.57,41.53,5,4,55.43,2,EASIER
3,86.02,16.76,1,1,83.06,1,HARDER
7,34.7,143.24,4,4,30.19,5,EASIER
6,50.47,107.8,3,2,46.29,4,EASIER
3,89.98,12.12,1,1,89.29,1,HARDER
3,72.41,25.76,1,1,75.0,1,SAME
6,52.36,37.17,3,2,48.01,4,EASIER
7,45.59,40.62,3,2,43.46,5,EASIER
3,94.2,19.19,2,1,96.4,1,HARDER
4,69.99,141.48,1,2,64.67,2,EASIER
5,56.49,85.14,2,3,47.41,3,EASIER
3,80.53,46.45,2,2,77.41,1,SAME
4,89.42,50.58,1,1,89.23,2,HARDER
3,83.85,27.39,2,2,82.62,1,SAME
5,68.05,90.35,2,1,66.07,3,SAME
6,42.51,58.8,5,4,36.75,4,EASIER
5,46.03,73.21,5,5,37.44,3,EASIER
4,68.59,66.08,2,2,67.12,2,SAME
5,59.44,81.99,2,1,58.37,3,SAME
5,66.36,107.3,2,2,60.95,3,SAME
3,93.4,27.12,1,0,97.68,1,HARDER
3,81.48,53.08,2,1,82.05,1,EASIER
3,70.22,22.79,1,2,64.24,1,SAME
7,51.18,300.0,2,2,45.61,5,EASIER
6,45.61,110.5,2,3,39.57,4,EASIER
3,75.47,21.07,1,1,82.06,1,SAME
4,58.49,21.83,3,3,47.64,2,EASIER
5,72.28,38.88,1,2,76.91,3,SAME
3,88.76,16.31,1,1,86.43,1,HARDER
7,66.75,106.71,2,2,61.27,5,SAME
7,59.92,55.94,3,3,59.29,5,EASIER
4,62.34,69.77,1,3,56.98,2,EASIER
3,63.16,26.26,2,3,64.28,1,EASIER
4,81.69,39.27,3,1,79.92,2,SAME
5,61.05,32.58,3,2,59.16,3,SAME
7,44.69,73.65,2,2,41.76,5,EASIER
4,83.41,13.38,2,0,88.19,2,SAME
4,92.91,81.28,1,0,90.82,2,EASIER
4,81.58,19.52,2,0,80.47,2,SAME
3,67.49,13.76,3,2,64.2,1,SAME
3,57.53,46.89,2,3,52.85,1,EASIER
5,60.73,70.27,4,3,61.38,3,EASIER
6,61.2,87.31,2,2,60.34,4,SAME
3,73.44,29.09,2,2,69.93,1,SAME
4,65.04,59.5,1,2,61.46,2,SAME
7,64.95,118.27,1,2,58.78,5,SAME
7,42.94,48.29,3,4,36.8,5,EASIER
6,54.77,120.06,3,3,52.53,4,EASIER
5,71.94,71.49,3,1,68.7,3,SAME
5,44.86,103.58,4,4,36.02,3,EASIER
4,93.31,21.13,3,2,93.09,2,SAME
4,75.78,26.97,2,1,77.14,2,SAME
4,84.67,45.69,2,1,79.93,2,SAME
6,64.19,50.18,1,3,57.45,4,EASIER
6,76.42,24.12,1,1,79.11,4,SAME
6,59.37,90.86,1,1,55.95,4,SAME
6,73.32,130.6,1,1,74.05,4,SAME
3,100.0,23.61,3,0,97.16,1,SAME
6,41.87,109.04,3,3,36.67,4,EASIER
7,21.2,139.54,3,4,23.35,5,EASIER
6,63.25,82.45,1,1,57.29,4,SAME
5,72.94,62.04,2,1,68.56,3,SAME
4,75.3,71.64,2,1,70.06,2,SAME
6,65.36,49.67,1,2,63.86,4,SAME
5,86.65,85.04,1,0,80.42,3,SAME
4,72.02,21.81,2,1,75.55,2,SAME
5,86.68,39.14,1,1,84.58,3,HARDER
3,84.44,42.57,1,2,78.57,1,SAME
7,25.13,57.92,5,5,20.97,5,EASIER
6,71.3,72.32,1,2,67.69,4,SAME
4,79.69,115.29,1,1,82.4,2,EASIER
6,78.89,139.77,2,1,77.98,4,SAME
3,94.71,18.01,1,0,93.62,1,HARDER
4,80.06,29.13,2,1,80.3,2,SAME
6,71.27,75.06,1,2,70.6,4,SAME
3,82.22,44.82,1,1,81.19,1,SAME
6,60.32,48.71,2,3,53.46,4,EASIER
7,36.23,62.78,4,4,36.16,5,EASIER
5,76.5,82.56,1,1,74.7,3,SAME
4,67.1,17.24,1,1,63.75,2,SAME
6,43.95,51.06,2,3,42.5,4,EASIER
4,75.7,36.51,1,2,74.66,2,SAME
6,60.46,80.57,1,2,59.48,4,SAME
6,66.19,40.33,2,1,63.19,4,HARDER
3,69.34,29.26,3,2,62.71,1,SAME
3,81.21,31.99,3,3,78.37,1,EASIER
3,75.89,18.62,2,2,71.95,1,SAME
3,100.0,52.35,2,1,98.76,1,EASIER
4,73.46,44.58,2,1,76.78,2,SAME
3,73.24,15.99,4,3,72.99,1,EASIER
7,22.11,270.92,4,4,12.85,5,EASIER
7,44.2,84.21,3,4,42.42,5,HARDER
3,94.39,27.07,1,0,97.82,1,HARDER
4,76.95,30.23,2,1,74.97,2,SAME
6,54.46,113.44,4,3,53.68,4,EASIER
6,74.15,63.84,2,0,72.54,4,SAME
5,99.63,47.09,1,0,99.86,3,HARDER
7,63.88,102.65,2,3,62.4,5,EASIER
6,56.39,63.16,3,3,50.0,4,EASIER
6,32.58,143.17,5,5,21.84,4,EASIER
5,62.27,31.12,2,1,62.31,3,SAME
5,72.46,56.94,1,1,69.76,3,SAME
4,86.23,39.63,1,1,86.41,2,HARDER
5,75.82,54.53,3,1,73.5,3,SAME
7,53.81,189.85,2,2,44.63,5,EASIER
4,66.85,18.74,3,1,64.26,2,SAME
3,76.22,32.19,1,1,77.85,1,SAME
5,68.35,31.32,1,1,66.81,3,SAME
6,72.36,62.94,1,2,68.68,4,SAME
7,62.13,53.73,2,2,56.42,5,HARDER
5,59.39,49.21,5,3,57.81,3,EASIER
6,80.37,60.71,1,1,74.44,4,SAME
4,62.35,82.07,2,3,57.5,2,EASIER
5,47.75,65.36,4,4,47.1,3,EASIER
5,71.24,72.11,3,3,64.24,3,EASIER
4,67.44,22.58,5,3,64.9,2,EASIER
6,66.81,120.49,1,1,64.53,4,SAME
7,53.68,273.51,3,2,46.39,5,EASIER
4,88.07,57.19,2,1,89.47,2,SAME
3,83.42,13.94,3,1,75.99,1,SAME
7,45.81,86.97,4,3,41.16,5,EASIER
7,22.69,118.82,4,5,22.83,5,SAME
7,45.73,81.77,2,3,41.07,5,EASIER
4,69.01,124.97,2,1,62.85,2,EASIER
6,66.77,63.81,4,3,60.34,4,EASIER
6,84.58,80.17,1,0,87.15,4,SAME
6,62.26,60.02,1,2,59.13,4,SAME
7,65.49,127.07,2,1,60.46,5,SAME
7,15.11,237.91,5,5,6.76,5,EASIER
5,40.92,61.39,2,3,36.37,3,EASIER
3,100.0,22.68,1,0,100.0,1,HARDER
3,51.49,15.5,3,3,45.62,1,EASIER
7,23.33,216.44,1,3,19.4,5,EASIER
7,44.7,103.56,4,2,38.73,5,EASIER
3,79.5,23.01,2,2,78.23,1,SAME
4,87.84,12.66,1,1,83.19,2,HARDER
4,100.0,35.79,1,0,99.32,2,HARDER
4,94.66,31.47,1,0,92.45,2,HARDER
6,69.07,31.73,2,2,68.21,4,SAME
5,64.45,94.66,1,1,64.15,3,SAME
5,64.49,44.5,2,2,62.38,3,SAME
5,76.15,148.23,1,2,78.63,3,EASIER
6,30.11,171.1,5,3,27.78,4,EASIER
6,71.8,56.39,2,3,69.39,4,EASIER
3,90.78,45.98,1,0,93.23,1,SAME
3,85.74,51.19,1,0,84.67,1,EASIER
4,96.34,29.22,1,0,95.48,2,HARDER
5,74.32,34.79,1,2,70.75,3,SAME
7,40.96,34.6,2,3,31.75,5,EASIER
7,67.59,137.8,2,2,60.39,5,SAME
6,56.08,49.43,3,2,53.64,4,SAME
3,87.13,30.01,1,0,90.69,1,HARDER
3,88.63,19.42,1,1,86.29,1,HARDER
5,56.72,39.43,3,2,49.24,3,EASIER
5,100.0,43.93,1,0,96.88,3,HARDER
6,55.73,41.71,1,2,47.5,4,EASIER
3,93.96,19.47,1,1,97.58,1,HARDER
7,44.27,74.97,4,4,37.82,5,EASIER
5,78.84,57.6,2,2,77.1,3,SAME
5,72.84,61.07,1,1,74.42,3,SAME
3,100.0,15.52,1,1,96.89,1,HARDER
7,30.97,204.06,4,5,22.95,5,EASIER
5,71.58,53.6,1,1,69.98,3,SAME
4,81.82,76.99,1,1,83.21,2,EASIER
4,80.47,42.56,2,1,79.41,2,SAME
4,95.94,39.25,1,0,96.94,2,HARDER
3,75.77,20.09,1,1,72.33,1,SAME
7,55.56,156.58,3,3,48.6,5,EASIER
7,73.69,114.07,1,1,73.87,5,SAME
7,58.74,178.82,2,3,55.28,5,EASIER
4,65.88,80.78,3,2,61.28,2,EASIER
5,71.67,40.47,1,1,69.04,3,SAME
5,73.85,78.58,2,1,73.11,3,SAME
5,78.02,77.48,1,1,74.34,3,SAME
5,38.54,72.76,4,5,28.16,3,EASIER
5,80.04,46.81,2,1,73.23,3,SAME
6,55.58,66.15,2,2,54.73,4,SAME
3,82.96,19.28,1,1,80.51,1,SAME
3,100.0,19.11,1,0,98.48,1,HARDER
7,36.91,70.85,5,4,31.51,5,EASIER
7,40.27,105.8,4,4,34.28,5,EASIER
7,37.99,74.11,4,4,29.06,5,EASIER
4,52.73,46.63,5,5,44.17,2,EASIER
5,76.6,59.66,1,1,76.64,3,SAME
3,100.0,26.95,1,0,100.0,1,HARDER
4,34.84,33.42,5,4,31.72,2,EASIER
6,76.46,84.99,4,2,75.32,4,EASIER
4,100.0,33.83,1,0,100.0,2,HARDER
5,63.86,85.31,2,3,54.59,3,EASIER
3,92.09,20.53,1,0,96.91,1,HARDER
5,64.11,69.85,3,2,61.54,3,SAME
6,67.79,41.57,3,2,66.78,4,SAME
5,69.59,82.51,2,1,72.81,3,SAME
5,60.25,43.97,4,3,56.63,3,EASIER
7,76.05,68.12,1,1,68.92,5,SAME
4,41.73,22.25,4,4,29.82,2,EASIER
4,82.31,21.44,1,1,75.89,2,SAME
6,72.58,63.84,1,1,67.49,4,SAME
5,47.37,121.79,4,4,44.75,3,EASIER
7,16.34,78.88,5,5,10.75,5,EASIER
3,69.52,9.35,4,2,67.39,1,EASIER
3,76.69,29.42,2,2,73.05,1,SAME
4,79.34,22.51,1,1,82.61,2,SAME
5,74.63,86.81,1,1,72.67,3,SAME
7,37.45,89.03,2,3,28.52,5,EASIER
5,73.86,50.64,1,2,69.67,3,SAME
5,44.81,104.91,4,3,42.44,3,EASIER
3,75.29,32.91,1,0,76.88,1,SAME
5,82.57,31.3,1,1,74.52,3,SAME
5,48.92,33.66,3,3,43.61,3,EASIER
5,76.08,23.99,2,2,77.77,3,SAME
6,55.27,300.0,2,2,49.95,4,EASIER
5,54.8,37.84,4,3,47.64,3,EASIER
3,100.0,42.07,1,0,100.0,1,SAME
3,100.0,19.73,2,1,100.0,1,HARDER
3,96.33,15.46,1,0,92.51,1,HARDER
6,52.58,82.92,3,3,49.13,4,EASIER
7,69.03,93.73,2,2,64.89,5,SAME
7,15.79,173.39,4,5,3.34,5,EASIER
4,100.0,55.72,1,0,99.62,2,SAME
3,91.12,19.23,1,1,88.37,1,HARDER
6,73.14,38.78,1,1,71.87,4,SAME
3,58.84,14.67,3,2,53.9,1,SAME
6,73.08,25.02,2,2,69.54,4,SAME
4,85.36,33.4,1,1,81.59,2,HARDER
7,40.54,111.28,4,4,38.61,5,EASIER
6,42.16,45.26,4,3,33.99,4,EASIER
6,39.27,42.5,4,4,33.22,4,EASIER
5,47.9,57.54,4,4,40.35,3,EASIER
7,24.15,79.37,4,5,15.44,5,EASIER
5,51.23,52.2,5,4,44.63,3,EASIER
6,80.45,67.75,2,1,76.78,4,SAME
4,87.97,42.71,1,2,78.97,2,SAME
5,67.98,43.84,1,1,70.65,3,SAME
7,38.6,85.81,5,4,30.97,5,EASIER
4,33.82,15.69,4,3,32.09,2,EASIER
3,100.0,24.45,1,0,97.12,1,HARDER
4,70.72,39.62,2,2,70.17,2,SAME
4,89.65,34.96,1,0,87.82,2,HARDER
5,48.07,149.43,4,4,41.85,3,EASIER
3,96.24,26.88,1,0,92.19,1,HARDER
3,100.0,23.32,2,1,94.18,1,HARDER
4,52.66,48.05,2,2,47.17,2,EASIER
5,71.28,165.06,1,2,71.35,3,EASIER
3,78.9,27.98,3,3,77.53,1,EASIER
4,79.84,13.36,1,1,79.2,2,SAME
4,68.16,46.56,2,1,71.46,2,SAME
3,100.0,16.91,1,1,98.05,1,HARDER
4,83.61,15.39,1,1,79.97,2,SAME
4,80.28,84.39,1,1,77.34,2,EASIER
3,84.82,48.33,1,0,86.34,1,SAME
6,61.25,51.21,2,3,55.67,4,EASIER
3,96.72,16.76,1,0,100.0,1,HARDER
5,54.87,62.79,5,3,48.76,3,EASIER
6,61.45,51.75,1,1,62.87,4,SAME
7,45.67,104.05,3,3,42.6,5,EASIER
5,60.2,40.75,5,3,57.69,3,EASIER
5,81.5,47.57,3,2,75.28,3,SAME
6,74.52,39.51,3,1,65.91,4,SAME
7,75.56,175.77,1,1,74.32,5,SAME
4,76.87,66.91,2,2,72.05,2,SAME
6,67.39,77.84,3,2,65.38,4,SAME
5,74.04,56.97,2,2,72.4,3,EASIER
3,81.23,33.08,1,1,77.95,1,SAME
6,40.65,82.08,5,4,32.11,4,EASIER
7,32.7,287.47,3,4,26.72,5,EASIER
3,93.18,13.92,2,0,87.06,1,HARDER
3,83.82,36.67,3,2,79.5,1,SAME
7,40.87,105.24,4,4,34.44,5,EASIER
5,74.51,33.3,1,0,75.85,3,SAME
4,63.81,109.26,2,2,57.98,2,EASIER
6,29.28,283.45,4,4,22.89,4,EASIER
4,75.84,34.46,2,2,75.06,2,SAME
4,86.91,46.83,1,1,86.33,2,HARDER
4,85.25,30.45,1,0,87.53,2,HARDER
5,61.16,49.74,2,3,53.58,3,EASIER
3,77.65,15.1,2,2,73.02,1,SAME
4,61.8,20.82,4,3,57.92,2,EASIER
4,85.38,90.41,1,1,80.91,2,EASIER
3,84.53,24.57,1,1,81.84,1,SAME
6,39.71,84.19,3,3,38.05,4,EASIER
3,56.75,17.43,4,3,52.57,1,EASIER
7,58.54,124.22,2,2,57.3,5,SAME
3,95.11,12.8,1,0,99.78,1,HARDER
4,63.54,26.41,3,3,57.74,2,EASIER
3,79.11,14.66,1,1,82.05,1,EASIER
4,66.01,69.77,1,1,63.45,2,SAME
6,27.08,34.73,5,3,18.16,4,EASIER
3,78.75,14.79,2,2,76.35,1,SAME
5,59.7,21.05,1,1,56.79,3,SAME
6,43.78,51.62,5,4,33.41,4,EASIER
5,61.63,46.2,4,2,56.56,3,EASIER
3,52.9,38.63,4,3,45.96,1,EASIER
6,51.62,73.06,2,3,48.86,4,EASIER
3,81.98,20.83,2,1,85.49,1,SAME
3,80.8,28.57,1,1,80.19,1,SAME
5,72.1,46.58,2,1,71.74,3,SAME
4,81.43,117.95,2,2,75.96,2,EASIER
3,87.74,19.22,1,0,85.66,1,HARDER
6,42.69,101.68,2,4,37.95,4,EASIER
5,69.49,87.32,2,2,67.77,3,SAME
7,59.27,79.9,1,3,58.12,5,EASIER
5,54.45,62.95,5,4,47.26,3,EASIER
5,88.57,45.26,3,2,83.59,3,SAME
7,37.0,130.04,3,3,39.34,5,EASIER
3,74.85,26.15,2,1,75.91,1,SAME
4,59.16,35.58,5,4,55.42,2,EASIER
6,72.51,44.96,2,2,65.81,4,SAME
4,95.18,91.24,2,0,95.81,2,EASIER
7,54.99,154.17,1,3,53.95,5,EASIER
4,53.42,18.01,4,2,52.63,2,EASIER
5,68.28,47.1,1,1,69.49,3,SAME
7,37.18,47.62,4,4,30.34,5,EASIER
4,79.97,54.37,1,1,75.4,2,SAME
7,50.87,110.68,3,4,43.21,5,EASIER
3,90.34,25.05,1,0,91.51,1,HARDER
4,69.93,25.58,1,1,66.97,2,SAME
5,32.15,49.61,5,4,28.66,3,EASIER
5,73.6,85.64,1,1,72.46,3,SAME
7,40.64,199.12,2,3,35.81,5,HARDER
7,23.19,177.65,5,5,15.38,5,EASIER
6,79.69,36.58,1,1,73.18,4,SAME
6,77.22,74.44,1,0,73.65,4,SAME
4,79.6,42.8,1,2,80.05,2,SAME
7,67.18,75.04,2,1,64.92,5,HARDER
6,60.92,34.61,4,3,55.04,4,EASIER
3,98.04,14.1,2,0,94.13,1,HARDER
7,68.8,253.63,1,2,67.3,5,EASIER
4,74.74,21.71,2,2,65.79,2,SAME
5,82.09,59.38,2,1,81.89,3,SAME
5,59.64,53.68,3,4,47.01,3,EASIER
7,62.35,103.0,3,3,57.69,5,EASIER
4,81.39,32.7,1,1,82.51,2,SAME
4,54.84,55.06,5,3,49.34,2,EASIER
3,78.93,25.4,1,1,77.1,1,SAME
4,44.85,28.32,5,4,42.22,2,EASIER
3,94.43,25.58,1,0,89.74,1,HARDER
5,80.66,30.82,2,1,78.28,3,SAME
7,48.97,145.17,1,3,42.25,5,EASIER
5,70.58,41.4,4,2,66.95,3,EASIER
7,62.35,79.74,3,2,58.92,5,SAME
7,36.48,148.13,5,5,31.76,5,EASIER
3,93.45,20.86,2,0,88.99,1,HARDER
5,71.22,48.75,1,1,70.91,3,SAME
5,57.76,103.38,1,1,61.1,3,SAME
4,57.25,24.05,4,3,50.98,2,EASIER
7,59.28,146.95,3,2,56.91,5,SAME
4,82.19,59.37,3,1,77.79,2,SAME
3,68.62,42.02,2,2,70.93,1,SAME
5,40.83,170.34,3,4,29.0,3,EASIER
4,74.2,28.1,1,1,72.06,2,SAME
4,55.68,25.27,2,3,51.03,2,EASIER
5,46.97,86.92,4,4,34.93,3,EASIER
6,57.16,133.71,3,3,48.23,4,EASIER
4,29.94,26.2,4,4,21.69,2,EASIER
4,82.39,47.72,1,0,81.09,2,SAME
3,93.86,84.03,2,1,92.61,1,EASIER
4,86.87,39.92,2,1,78.25,2,HARDER
5,78.69,91.61,1,1,79.28,3,SAME
6,48.86,186.16,3,3,43.07,4,EASIER
4,82.65,123.27,2,2,79.96,2,EASIER
3,67.32,27.89,5,3,61.76,1,EASIER
5,63.0,107.84,2,3,55.78,3,EASIER
6,80.29,54.42,1,1,80.91,4,SAME
3,46.97,25.28,5,4,44.56,1,EASIER
5,85.73,46.5,1,2,86.64,3,SAME
3,89.03,10.8,2,1,88.77,1,HARDER
5,72.2,26.23,2,1,67.16,3,SAME
6,62.39,102.55,2,2,58.0,4,SAME
6,79.78,103.6,2,1,75.69,4,SAME
6,67.91,47.71,3,2,63.35,4,SAME
6,55.92,184.3,4,3,47.24,4,EASIER
4,68.37,22.55,4,2,69.45,2,EASIER
7,46.29,128.86,5,4,40.21,5,EASIER
4,88.95,31.26,1,0,86.61,2,HARDER
4,82.27,39.96,1,1,82.33,2,SAME
6,74.78,130.84,1,0,73.36,4,SAME
4,51.79,54.25,5,3,47.2,2,EASIER
3,100.0,34.26,1,0,97.19,1,SAME
6,40.39,110.87,3,4,31.33,4,EASIER
6,39.3,42.3,5,4,36.19,4,EASIER
5,59.07,101.7,2,4,54.82,3,EASIER
3,100.0,15.6,1,0,100.0,1,HARDER
6,62.87,77.6,1,2,58.78,4,SAME
3,82.44,21.38,2,1,80.64,1,SAME
5,53.49,68.98,1,3,50.39,3,EASIER
5,88.9,45.63,2,0,86.95,3,HARDER
6,61.14,75.51,1,2,54.28,4,SAME
7,38.9,270.64,5,3,35.7,5,EASIER
3,64.58,14.05,3,3,58.5,1,EASIER
3,79.35,24.97,1,1,77.03,1,SAME
5,79.2,33.41,2,1,81.94,3,SAME
7,35.07,161.74,2,3,28.78,5,EASIER
3,94.79,18.09,1,0,95.68,1,HARDER
5,40.59,59.12,5,5,32.77,3,EASIER
5,93.8,30.11,2,0,94.01,3,HARDER
4,100.0,69.73,1,0,94.82,2,SAME
6,62.76,85.16,4,2,61.16,4,EASIER
4,81.51,40.54,5,3,81.67,2,EASIER
5,67.9,87.43,1,2,68.85,3,SAME
7,57.67,56.63,3,2,54.05,5,SAME
4,45.69,28.46,5,4,45.36,2,EASIER
3,99.55,26.97,1,1,100.0,1,HARDER
7,45.84,42.87,4,4,39.34,5,EASIER
4,70.52,17.46,1,1,73.7,2,SAME
6,55.45,53.5,3,3,50.48,4,EASIER
6,71.15,45.3,1,1,70.93,4,SAME
5,77.81,48.92,1,0,82.12,3,SAME
3,100.0,31.54,1,0,98.32,1,HARDER
7,39.8,168.54,2,4,33.41,5,EASIER
6,38.36,210.11,3,4,27.44,4,EASIER
5,44.39,57.35,1,2,39.56,3,EASIER
7,48.65,121.83,4,2,47.17,5,EASIER
6,79.03,80.95,1,0,78.97,4,SAME
6,64.52,96.86,3,1,64.85,4,SAME
3,89.21,29.85,1,0,83.27,1,HARDER
6,36.85,132.45,4,3,33.34,4,EASIER
4,69.23,58.51,1,1,65.16,2,SAME
3,95.69,31.5,1,0,98.26,1,EASIER
4,71.79,77.27,1,1,67.27,2,EASIER
3,64.57,25.3,2,1,65.74,1,SAME
3,100.0,19.04,1,0,95.65,1,HARDER
6,51.98,64.96,3,3,48.36,4,EASIER
5,78.87,55.04,1,2,75.82,3,SAME
4,18.71,22.83,5,5,11.78,2,EASIER
3,89.53,19.03,1,1,87.3,1,HARDER
6,67.41,45.33,1,1,68.19,4,SAME
6,75.17,98.06,3,0,75.9,4,SAME
5,73.39,69.1,1,2,70.79,3,SAME
3,56.67,11.38,1,3,52.31,1,EASIER
3,80.36,18.69,2,0,76.97,1,SAME
3,80.57,56.32,2,1,79.84,1,EASIER
3,100.0,33.09,1,0,97.33,1,HARDER
7,59.95,143.47,1,3,58.35,5,EASIER
4,79.12,27.81,1,1,76.64,2,SAME
6,60.28,95.21,2,2,56.97,4,SAME
7,74.41,111.12,4,3,72.61,5,EASIER
7,54.77,72.55,3,3,48.72,5,EASIER
4,66.67,30.13,3,2,62.26,2,SAME
5,74.59,45.93,3,2,71.54,3,SAME
5,56.87,27.76,2,1,58.39,3,SAME
3,81.31,13.87,1,1,82.25,1,SAME
6,56.66,73.92,2,2,54.96,4,SAME
5,56.49,38.12,1,3,47.42,3,EASIER
4,95.41,32.99,1,0,98.28,2,HARDER
5,67.8,26.2,1,1,63.46,3,SAME
6,40.05,124.39,5,5,32.89,4,EASIER
3,73.3,63.1,2,1,76.36,1,EASIER
6,69.16,139.91,1,2,64.04,4,SAME
7,77.6,207.4,1,1,78.73,5,SAME
6,42.29,113.56,4,3,37.19,4,EASIER
6,49.38,94.14,3,3,40.25,4,EASIER
3,75.13,25.98,1,1,76.14,1,SAME
6,45.58,50.97,4,3,40.3,4,EASIER
6,30.83,117.4,3,3,24.66,4,EASIER
5,92.32,79.25,1,0,94.96,3,SAME
5,55.28,46.12,3,2,53.3,3,SAME
6,35.75,107.8,4,4,27.67,4,EASIER
3,80.77,18.36,2,1,75.0,1,EASIER
4,84.53,28.26,2,1,82.54,2,SAME
6,63.72,122.7,1,2,59.68,4,SAME
7,59.68,141.62,3,2,56.74,5,SAME
4,71.59,34.08,2,2,69.65,2,SAME
5,60.65,48.83,2,2,60.52,3,SAME
7,54.33,123.19,2,2,54.26,5,EASIER
3,88.03,11.05,1,1,95.91,1,HARDER
4,87.81,26.61,2,0,88.96,2,HARDER
3,92.54,14.24,2,1,88.14,1,HARDER
4,64.35,38.21,3,3,60.33,2,EASIER
6,32.42,144.43,3,4,25.13,4,EASIER
4,62.14,47.55,5,4,52.96,2,EASIER
7,34.48,84.75,3,3,28.77,5,EASIER
7,54.71,76.2,2,3,56.82,5,EASIER
7,61.85,74.27,2,2,58.01,5,SAME
6,79.5,231.95,1,0,83.58,4,EASIER
6,95.59,84.95,1,1,97.23,4,HARDER
5,81.38,64.03,1,1,80.83,3,SAME
7,25.52,35.44,3,4,22.65,5,EASIER
3,48.72,14.78,5,4,44.13,1,EASIER
6,47.05,80.14,4,5,35.8,4,EASIER
3,71.77,20.03,3,2,70.39,1,SAME
4,85.12,40.45,1,1,83.88,2,HARDER
4,85.34,40.2,1,0,80.38,2,HARDER
6,53.51,112.05,1,2,50.96,4,EASIER
6,70.06,31.02,2,1,68.46,4,SAME
3,79.17,15.29,1,1,78.38,1,SAME
6,71.87,77.86,1,1,78.32,4,SAME
4,100.0,28.03,1,0,100.0,2,HARDER
3,71.28,21.78,2,2,68.93,1,SAME
5,50.49,61.22,5,4,47.55,3,EASIER
5,72.29,40.11,1,0,71.06,3,SAME
4,71.86,41.59,1,2,66.89,2,SAME
4,84.53,49.07,1,0,86.88,2,SAME
7,39.62,116.04,3,4,32.64,5,EASIER
4,92.01,53.32,1,0,93.05,2,SAME
7,63.49,34.27,2,3,57.01,5,EASIER
7,82.7,81.38,1,2,79.93,5,SAME
4,91.48,57.8,1,1,92.04,2,SAME
5,84.66,37.81,1,1,86.44,3,SAME
6,32.94,48.75,3,5,23.81,4,EASIER
5,73.55,54.49,3,2,75.79,3,SAME
5,57.96,57.5,5,4,53.08,3,EASIER
4,75.49,29.56,1,1,74.19,2,SAME
3,100.0,56.78,2,0,100.0,1,EASIER
3,100.0,28.4,1,0,100.0,1,SAME
4,86.53,24.86,1,0,87.47,2,HARDER
6,78.67,38.79,1,1,78.35,4,SAME
4,88.81,45.98,1,1,87.53,2,HARDER
3,78.25,16.55,3,1,81.15,1,SAME
4,55.51,104.51,4,3,51.15,2,EASIER
5,83.08,71.68,2,2,75.67,3,SAME
4,59.85,49.44,2,2,62.04,2,SAME
4,85.96,42.71,1,1,85.6,2,HARDER
3,98.58,41.18,2,0,94.48,1,SAME
4,85.4,12.33,1,1,81.13,2,HARDER
4,93.01,21.59,1,0,92.4,2,HARDER
7,35.28,196.78,4,4,30.64,5,EASIER
7,33.31,253.74,2,3,19.48,5,EASIER
4,94.36,21.26,1,0,86.59,2,HARDER
3,85.67,11.13,4,2,82.94,1,EASIER
3,83.57,26.93,1,1,86.17,1,SAME
4,89.49,47.74,1,0,93.53,2,HARDER
5,72.95,62.39,2,2,66.97,3,SAME
5,58.82,56.31,3,3,56.07,3,EASIER
4,97.06,15.91,1,0,98.76,2,HARDER
4,60.29,31.86,4,3,56.47,2,EASIER
4,72.36,34.17,1,1,74.52,2,SAME
5,65.86,44.22,2,2,60.57,3,SAME
6,68.17,30.23,1,2,66.32,4,SAME
3,81.83,32.43,1,0,87.68,1,SAME
5,68.32,89.03,1,1,65.83,3,SAME
6,56.97,54.24,1,2,52.57,4,SAME
6,52.47,74.44,3,4,48.76,4,EASIER
5,57.89,45.35,4,3,54.52,3,EASIER
5,45.75,45.57,4,3,35.8,3,EASIER
6,41.83,105.97,3,2,41.99,4,EASIER
4,71.69,48.46,1,1,66.55,2,SAME
5,71.97,98.74,1,1,72.97,3,SAME
4,76.12,62.36,1,1,74.27,2,SAME
5,51.48,53.27,2,2,48.4,3,EASIER
3,63.59,88.55,2,2,60.84,1,EASIER
4,72.42,78.73,2,2,66.84,2,EASIER
3,78.45,18.65,2,1,80.62,1,SAME
4,82.47,40.33,1,2,79.83,2,SAME
5,93.99,21.7,1,1,91.52,3,HARDER
5,51.46,58.79,5,4,50.48,3,EASIER
7,21.78,278.85,2,3,17.05,5,EASIER
3,56.75,86.19,4,3,49.7,1,EASIER
7,59.47,104.84,2,2,59.01,5,HARDER
4,75.67,44.48,1,1,72.47,2,SAME
6,49.28,112.33,2,3,49.85,4,EASIER
6,67.81,229.56,1,1,65.38,4,EASIER
7,30.02,65.55,5,5,20.93,5,EASIER
3,75.52,81.5,1,2,70.19,1,EASIER
7,46.17,94.23,2,2,43.23,5,EASIER
3,100.0,14.85,1,0,98.85,1,HARDER
7,50.06,94.32,1,3,45.04,5,EASIER
6,53.39,53.82,3,2,46.24,4,EASIER
5,73.97,71.38,1,0,74.97,3,SAME
