puzzle_pieces,accuracy,response_time,attempts,mistakes,previous_score,current_level,difficulty_change
9,82.38,11.97,11,2,87.97,3,HARDER
12,81.15,25.68,15,3,89.9,4,SAME
4,81.81,23.26,5,1,86.56,1,HARDER
9,79.79,15.09,14,2,74.25,3,SAME
16,100.0,18.85,17,0,97.87,5,HARDER
12,93.23,27.3,14,1,83.58,4,HARDER
4,79.68,11.13,6,1,100.0,1,SAME
6,100.0,11.99,6,0,100.0,2,HARDER
9,71.93,25.33,14,4,66.61,3,EASIER
12,99.96,21.0,13,0,97.41,4,HARDER
12,76.11,28.0,19,4,72.05,4,SAME
6,87.56,14.34,7,1,91.09,2,HARDER
16,74.26,45.89,25,5,62.44,5,EASIER
6,66.73,29.11,11,3,75.17,2,EASIER
6,85.98,12.34,8,1,89.3,2,HARDER
9,68.89,16.24,17,4,71.18,3,SAME
12,75.13,22.31,20,4,54.92,4,SAME
9,75.02,27.43,12,3,85.18,3,SAME
9,99.71,17.73,10,0,92.35,3,HARDER
16,80.21,53.94,22,4,62.36,5,SAME
6,86.15,12.34,7,1,88.78,2,HARDER
9,90.2,14.99,10,1,94.41,3,HARDER
4,78.78,11.02,5,1,92.05,1,HARDER
4,81.82,17.27,5,1,99.92,1,HARDER
6,100.0,13.13,6,0,97.08,2,HARDER
12,83.94,33.51,14,2,93.6,4,HARDER
16,77.8,36.37,25,5,55.91,5,SAME
12,76.15,32.56,19,4,72.05,4,SAME
16,87.73,27.36,21,2,75.64,5,HARDER
4,65.32,14.3,7,2,74.03,1,EASIER
9,69.02,27.5,16,4,64.92,3,EASIER
9,91.22,15.42,12,1,89.62,3,HARDER
12,85.18,11.69,17,2,88.85,4,HARDER
6,74.87,19.02,8,2,97.48,2,HARDER
9,82.15,22.77,12,2,92.36,3,HARDER
4,81.66,17.15,8,1,76.77,1,HARDER
12,86.49,23.19,17,2,68.21,4,SAME
9,91.19,20.36,10,1,86.69,3,HARDER
6,86.26,13.48,9,1,89.6,2,HARDER
9,100.0,18.35,9,0,97.59,3,HARDER
16,77.23,49.68,27,5,62.5,5,EASIER
12,100.0,18.29,12,0,100.0,4,HARDER
4,79.25,14.11,5,1,99.09,1,HARDER
6,85.4,14.78,7,1,87.07,2,HARDER
12,69.84,29.82,20,5,51.34,4,EASIER
12,92.13,20.46,16,1,91.09,4,HARDER
6,99.19,22.47,7,0,84.2,2,HARDER
9,89.58,21.24,14,1,79.66,3,HARDER
4,99.78,8.82,4,0,100.0,1,HARDER
16,94.39,21.32,18,1,83.42,5,HARDER
12,92.93,23.45,14,1,98.02,4,HARDER
4,100.0,10.75,5,0,97.48,1,HARDER
4,99.53,13.08,4,0,100.0,1,HARDER
4,100.0,8.32,4,0,100.0,1,HARDER
12,80.59,19.53,15,3,86.49,4,HARDER
12,92.6,20.43,15,1,96.99,4,HARDER
6,99.03,18.1,6,0,99.55,2,HARDER
16,75.44,30.61,26,5,51.26,5,EASIER
4,98.9,6.52,4,0,100.0,1,HARDER
16,89.44,34.32,18,2,83.61,5,HARDER
9,63.87,15.75,19,5,52.74,3,SAME
12,92.45,18.61,14,1,88.81,4,SAME
12,91.27,19.48,13,1,97.07,4,HARDER
4,99.05,11.44,4,0,97.41,1,HARDER
12,80.27,15.22,15,3,84.82,4,HARDER
16,82.02,26.81,21,3,71.02,5,SAME
12,69.45,40.17,22,5,57.1,4,EASIER
9,69.35,21.86,15,4,73.66,3,EASIER
4,81.64,13.39,5,1,92.24,1,HARDER
16,88.89,29.97,20,2,76.87,5,HARDER
9,64.72,31.39,19,5,50.14,3,EASIER
4,99.28,10.68,4,0,100.0,1,HARDER
9,89.88,15.96,12,1,99.54,3,HARDER
9,73.94,35.62,12,3,68.86,3,EASIER
12,68.1,28.85,18,5,66.68,4,EASIER
16,66.81,55.78,28,8,39.45,5,EASIER
16,90.78,16.85,21,2,90.99,5,HARDER
16,76.48,22.15,23,5,62.89,5,EASIER
12,86.79,27.28,17,2,67.2,4,HARDER
9,68.55,17.03,18,4,52.66,3,EASIER
4,98.18,13.7,4,0,94.77,1,HARDER
12,79.78,30.07,15,3,80.56,4,SAME
9,79.77,22.01,11,2,91.25,3,HARDER
9,100.0,16.28,9,0,99.3,3,HARDER
6,85.77,13.89,9,1,86.42,2,HARDER
12,66.77,24.63,20,6,51.48,4,EASIER
6,85.26,12.7,7,1,100.0,2,HARDER
16,65.9,35.76,31,8,40.98,5,EASIER
12,84.72,42.66,15,2,77.42,4,HARDER
9,82.31,22.97,14,2,84.1,3,HARDER
4,99.62,13.59,4,0,100.0,1,HARDER
9,81.26,22.07,13,2,94.76,3,HARDER
4,100.0,11.3,4,0,100.0,1,HARDER
9,90.8,14.92,10,1,91.53,3,HARDER
4,100.0,10.16,4,0,100.0,1,HARDER
4,66.09,22.76,7,2,76.88,1,SAME
12,73.31,23.93,17,4,80.0,4,SAME
4,99.64,9.11,4,0,100.0,1,HARDER
12,80.75,23.99,15,3,83.36,4,HARDER
9,81.9,34.33,14,2,82.32,3,EASIER
4,99.44,19.45,4,0,98.3,1,HARDER
12,70.83,34.69,18,5,61.68,4,EASIER
12,92.25,18.04,13,1,99.21,4,HARDER
6,84.8,12.65,8,1,100.0,2,HARDER
4,65.64,18.86,6,2,87.32,1,HARDER
4,82.4,11.92,6,1,80.14,1,HARDER
16,79.88,26.07,22,4,65.6,5,SAME
9,100.0,26.04,10,0,96.5,3,HARDER
4,100.0,8.24,4,0,100.0,1,HARDER
6,74.62,20.8,9,2,77.73,2,HARDER
16,93.35,28.15,19,1,100.0,5,HARDER
9,90.01,12.26,11,1,99.11,3,HARDER
4,100.0,17.97,4,0,100.0,1,HARDER
12,85.41,20.95,15,2,87.6,4,SAME
9,75.34,32.3,16,3,84.69,3,SAME
4,100.0,11.72,4,0,94.73,1,HARDER
4,79.71,16.2,8,1,91.59,1,HARDER
4,99.28,10.56,4,0,100.0,1,HARDER
4,99.71,19.88,4,0,97.41,1,HARDER
16,79.89,32.25,24,4,58.35,5,EASIER
4,80.17,14.07,7,1,77.4,1,SAME
9,63.6,19.29,16,5,67.04,3,EASIER
16,77.59,25.36,26,5,47.7,5,EASIER
12,92.24,35.68,15,1,82.35,4,HARDER
16,69.54,41.78,32,7,37.56,5,EASIER
6,98.07,13.71,6,0,92.59,2,HARDER
9,80.88,28.21,12,2,92.39,3,HARDER
4,65.99,16.36,7,2,100.0,1,HARDER
6,74.01,16.06,11,2,78.16,2,SAME
12,68.36,26.78,18,5,59.03,4,EASIER
16,80.52,24.61,23,4,64.42,5,SAME
6,74.42,16.46,9,2,93.96,2,HARDER
6,100.0,11.8,7,0,92.8,2,HARDER
6,98.73,9.31,6,0,100.0,2,HARDER
9,64.94,35.03,17,5,59.23,3,EASIER
12,94.08,27.11,13,1,83.36,4,HARDER
9,100.0,27.65,9,0,98.0,3,HARDER
16,84.97,37.53,22,3,70.88,5,HARDER
4,100.0,9.84,5,0,95.98,1,HARDER
16,64.05,55.91,25,8,30.48,5,EASIER
6,85.56,12.95,7,1,99.64,2,HARDER
12,92.0,14.85,15,1,98.81,4,HARDER
4,99.82,14.58,4,0,100.0,1,HARDER
9,69.09,18.02,17,4,62.44,3,EASIER
16,93.78,39.78,17,1,100.0,5,HARDER
16,79.7,32.42,22,4,55.46,5,SAME
16,81.36,33.52,21,4,64.74,5,SAME
16,86.85,22.64,21,3,91.54,5,HARDER
9,69.94,24.1,14,4,62.16,3,EASIER
12,90.51,21.68,16,1,82.84,4,HARDER
16,73.25,71.71,27,6,48.67,5,EASIER
12,79.01,46.85,18,3,56.31,4,EASIER
6,88.49,19.97,7,1,79.83,2,HARDER
9,99.55,13.63,9,0,98.87,3,HARDER
16,67.2,55.96,28,8,32.4,5,EASIER
4,99.4,12.65,4,0,100.0,1,HARDER
12,86.79,16.42,15,2,83.3,4,HARDER
16,61.08,66.75,30,10,14.31,5,EASIER
9,90.06,12.52,10,1,100.0,3,HARDER
4,99.94,12.23,4,0,100.0,1,HARDER
4,79.35,10.99,5,1,92.3,1,HARDER
9,82.09,22.19,12,2,78.55,3,HARDER
12,72.38,41.5,21,5,59.01,4,EASIER
12,90.74,25.25,15,1,94.31,4,HARDER
16,89.63,35.51,19,2,81.49,5,SAME
6,85.59,12.03,9,1,99.99,2,HARDER
12,76.14,14.45,18,4,66.12,4,SAME
12,100.0,27.45,12,0,91.18,4,HARDER
12,74.71,27.04,20,4,53.34,4,EASIER
4,99.21,14.06,4,0,97.96,1,HARDER
4,80.81,11.77,5,1,99.58,1,HARDER
6,100.0,17.3,6,0,97.65,2,HARDER
4,100.0,14.46,4,0,100.0,1,HARDER
16,68.65,47.5,25,7,40.85,5,EASIER
12,60.54,54.14,25,7,36.91,4,EASIER
9,100.0,17.34,9,0,100.0,3,HARDER
9,75.54,27.43,14,3,54.61,3,SAME
16,76.17,34.12,25,5,54.46,5,EASIER
6,75.21,42.45,9,2,83.66,2,SAME
12,92.58,17.07,15,1,100.0,4,HARDER
16,78.38,37.25,23,4,69.68,5,SAME
6,99.49,12.28,6,0,100.0,2,HARDER
6,84.67,15.66,9,1,99.05,2,HARDER
9,100.0,18.92,9,0,93.69,3,HARDER
9,81.52,22.07,14,2,60.94,3,HARDER
4,99.6,12.88,4,0,100.0,1,HARDER
9,81.6,22.33,13,2,97.82,3,HARDER
9,88.55,25.08,10,1,100.0,3,HARDER
12,64.55,31.25,20,6,59.04,4,EASIER
9,91.33,14.79,10,1,85.64,3,HARDER
16,84.19,29.62,22,3,72.43,5,EASIER
12,70.55,49.88,21,5,59.92,4,EASIER
9,89.92,11.33,12,1,80.61,3,HARDER
6,85.62,15.98,7,1,100.0,2,HARDER
12,93.36,21.83,15,1,100.0,4,HARDER
9,90.09,14.5,10,1,89.03,3,HARDER
16,84.68,29.49,20,3,78.96,5,SAME
16,75.94,40.13,26,5,49.83,5,EASIER
6,99.68,11.5,6,0,98.88,2,HARDER
12,80.0,29.61,16,3,85.72,4,HARDER
4,59.15,14.94,9,3,90.81,1,EASIER
6,85.48,18.9,7,1,85.73,2,HARDER
4,99.89,10.94,4,0,100.0,1,HARDER
16,84.87,20.32,21,3,81.17,5,HARDER
16,79.46,30.41,23,4,72.39,5,SAME
12,74.42,23.03,17,4,61.6,4,EASIER
4,98.13,15.79,4,0,96.31,1,HARDER
9,63.05,24.22,17,5,70.84,3,EASIER
4,99.95,18.46,5,0,93.26,1,HARDER
9,80.12,20.36,14,2,75.3,3,SAME
9,81.48,24.28,13,2,71.11,3,HARDER
9,74.14,27.45,12,3,78.05,3,SAME
12,70.85,32.62,21,5,55.15,4,EASIER
9,90.67,21.85,12,1,88.0,3,HARDER
6,74.49,16.6,11,2,83.2,2,SAME
4,78.3,14.46,7,1,90.82,1,SAME
16,82.92,24.11,21,3,73.67,5,SAME
6,87.22,14.88,8,1,88.77,2,HARDER
16,84.5,26.27,21,3,84.02,5,HARDER
16,94.52,29.4,17,1,99.41,5,HARDER
4,100.0,9.5,4,0,97.15,1,HARDER
4,100.0,11.27,4,0,100.0,1,HARDER
16,72.6,58.8,26,6,37.31,5,EASIER
16,88.23,37.02,21,2,80.09,5,HARDER
16,84.65,22.66,23,3,79.32,5,HARDER
4,100.0,9.44,4,0,100.0,1,HARDER
16,89.78,24.24,20,2,73.69,5,HARDER
12,74.68,23.84,19,4,72.45,4,SAME
12,75.25,65.54,17,4,73.72,4,EASIER
9,65.11,43.58,21,5,61.07,3,EASIER
6,85.56,15.96,8,1,92.36,2,HARDER
16,75.5,34.17,28,5,42.61,5,SAME
16,93.81,34.2,18,1,82.42,5,HARDER
9,68.32,21.73,17,4,59.79,3,EASIER
4,100.0,7.91,4,0,94.42,1,HARDER
9,80.63,22.49,12,2,73.91,3,HARDER
4,100.0,9.88,4,0,97.46,1,HARDER
6,100.0,16.37,7,0,89.98,2,HARDER
6,85.46,11.83,9,1,88.48,2,HARDER
4,98.77,10.65,4,0,94.62,1,HARDER
12,92.65,20.36,14,1,84.3,4,HARDER
12,99.46,22.46,13,0,88.81,4,HARDER
12,67.17,39.62,18,6,53.36,4,EASIER
16,87.15,17.98,19,2,91.08,5,HARDER
9,82.43,22.32,14,2,72.72,3,HARDER
4,100.0,16.97,4,0,100.0,1,HARDER
12,80.95,23.19,16,3,76.88,4,HARDER
9,100.0,20.57,9,0,91.88,3,HARDER
4,56.14,18.61,10,3,69.36,1,EASIER
12,93.8,17.33,13,1,94.54,4,HARDER
6,100.0,12.68,6,0,94.11,2,HARDER
4,100.0,12.48,4,0,100.0,1,HARDER
16,76.29,31.92,27,5,46.68,5,EASIER
9,59.86,40.59,24,6,29.13,3,SAME
6,76.3,30.69,9,2,84.82,2,SAME
16,88.23,26.32,19,2,83.41,5,HARDER
6,85.5,20.32,8,1,92.32,2,HARDER
6,100.0,17.18,6,0,100.0,2,HARDER
6,98.76,20.37,6,0,98.75,2,HARDER
16,78.25,26.6,25,4,66.66,5,SAME
9,81.88,20.97,11,2,85.83,3,HARDER
9,70.5,32.24,16,4,59.55,3,EASIER
4,82.03,20.01,5,1,86.48,1,HARDER
4,80.29,15.09,6,1,97.73,1,HARDER
6,83.42,7.88,8,1,86.41,2,HARDER
6,100.0,12.06,6,0,95.0,2,HARDER
6,74.53,14.06,9,2,82.84,2,SAME
12,64.74,27.37,25,7,41.06,4,EASIER
4,99.52,10.77,5,0,80.26,1,HARDER
9,90.28,15.93,10,1,92.74,3,HARDER
9,90.64,23.02,11,1,84.57,3,HARDER
9,90.31,18.07,12,1,100.0,3,HARDER
4,100.0,12.14,4,0,100.0,1,HARDER
12,80.45,40.4,17,3,82.97,4,SAME
12,100.0,25.73,13,0,100.0,4,HARDER
12,80.05,20.44,19,3,69.76,4,SAME
4,99.88,10.31,4,0,100.0,1,HARDER
16,76.2,39.2,23,5,68.0,5,SAME
12,71.01,24.8,21,5,54.56,4,EASIER
9,66.21,31.39,19,5,61.44,3,EASIER
12,68.83,30.01,21,5,47.72,4,EASIER
4,78.47,13.59,5,1,88.16,1,HARDER
9,99.74,14.56,10,0,100.0,3,HARDER
12,62.96,36.15,20,7,33.65,4,EASIER
4,80.78,5.39,6,1,97.32,1,HARDER
6,85.7,14.01,7,1,89.36,2,HARDER
6,100.0,10.74,6,0,100.0,2,HARDER
9,99.42,15.12,9,0,100.0,3,HARDER
4,98.13,13.07,4,0,95.62,1,HARDER
4,79.98,14.08,7,1,80.45,1,HARDER
12,84.63,34.73,14,2,77.02,4,HARDER
12,90.48,24.24,13,1,87.23,4,HARDER
6,74.81,20.34,8,2,91.12,2,HARDER
4,56.39,23.5,11,3,70.48,1,EASIER
12,86.23,26.63,16,2,79.39,4,HARDER
12,76.3,30.87,18,4,73.0,4,HARDER
6,74.0,36.25,8,2,86.51,2,SAME
9,59.18,27.02,21,6,30.19,3,EASIER
16,68.67,43.41,28,7,40.86,5,EASIER
16,77.02,49.58,26,5,47.75,5,EASIER
9,97.32,10.71,10,0,90.67,3,HARDER
4,98.65,13.92,4,0,100.0,1,HARDER
9,88.23,13.42,13,1,91.02,3,HARDER
6,66.86,22.01,13,3,61.65,2,SAME
16,75.98,52.07,25,5,63.26,5,EASIER
9,82.79,25.78,12,2,94.01,3,HARDER
16,69.65,41.24,27,7,71.63,5,EASIER
6,84.66,26.71,7,1,100.0,2,HARDER
9,68.98,40.0,15,4,68.27,3,EASIER
9,100.0,24.91,9,0,86.58,3,HARDER
12,71.64,34.11,17,5,60.0,4,EASIER
9,63.44,29.3,20,5,43.68,3,EASIER
6,73.99,18.81,8,2,71.04,2,HARDER
9,81.99,24.23,12,2,76.36,3,SAME
4,99.95,14.27,4,0,100.0,1,HARDER
12,93.93,17.23,13,1,100.0,4,HARDER
16,60.43,67.62,35,10,2.64,5,EASIER
12,86.94,20.01,15,2,84.06,4,HARDER
12,79.0,22.08,19,3,64.8,4,HARDER
4,80.16,24.57,6,1,100.0,1,HARDER
9,100.0,12.03,10,0,98.99,3,HARDER
9,81.04,26.34,11,2,83.55,3,HARDER
6,74.2,20.72,8,2,86.4,2,SAME
16,80.05,31.28,26,4,61.61,5,SAME
6,85.37,15.64,7,1,100.0,2,HARDER
16,61.26,46.35,36,10,5.56,5,EASIER
4,80.53,11.45,7,1,84.64,1,HARDER
6,86.83,14.51,8,1,88.45,2,HARDER
6,58.83,14.44,11,4,61.03,2,EASIER
9,63.3,40.02,19,5,53.42,3,EASIER
6,73.87,15.53,9,2,81.68,2,EASIER
12,72.91,57.86,19,5,62.39,4,EASIER
16,72.03,52.18,30,6,40.39,5,EASIER
9,80.87,21.72,12,2,78.32,3,HARDER
16,87.65,25.69,19,2,93.02,5,HARDER
4,80.11,14.44,7,1,93.44,1,HARDER
12,74.31,21.94,20,4,71.32,4,EASIER
6,99.19,8.19,6,0,100.0,2,HARDER
4,80.58,12.6,8,1,81.52,1,HARDER
16,84.37,21.97,20,3,65.6,5,SAME
4,100.0,17.71,4,0,90.34,1,HARDER
9,73.91,20.66,13,3,75.48,3,SAME
9,100.0,18.07,10,0,97.98,3,HARDER
16,86.78,42.86,18,2,95.14,5,HARDER
4,100.0,12.92,4,0,93.22,1,HARDER
16,67.76,24.0,32,7,36.47,5,EASIER
12,70.67,45.25,19,5,54.58,4,EASIER
12,79.75,36.3,16,3,76.02,4,SAME
12,93.41,20.09,14,1,92.22,4,HARDER
4,80.99,13.48,5,1,85.68,1,HARDER
12,79.66,18.76,15,3,74.21,4,HARDER
4,81.12,10.95,5,1,92.79,1,HARDER
4,100.0,27.96,4,0,93.18,1,HARDER
16,73.83,48.35,27,6,42.78,5,EASIER
12,92.51,15.92,15,1,91.71,4,HARDER
9,82.31,21.12,14,2,66.08,3,SAME
9,90.79,17.69,10,1,100.0,3,HARDER
9,91.27,14.47,11,1,100.0,3,HARDER
6,100.0,21.62,6,0,93.21,2,HARDER
16,63.08,51.34,29,9,23.31,5,EASIER
6,84.45,21.96,7,1,100.0,2,HARDER
4,64.81,18.51,7,2,87.54,1,SAME
16,76.52,28.49,24,5,55.6,5,EASIER
12,69.84,30.45,18,5,58.96,4,EASIER
12,87.42,24.99,14,2,75.9,4,HARDER
4,79.58,11.77,6,1,100.0,1,HARDER
16,82.02,27.81,24,4,75.21,5,SAME
9,75.04,24.0,17,3,68.4,3,EASIER
12,74.72,29.07,19,4,66.67,4,SAME
6,85.61,17.48,8,1,91.33,2,HARDER
6,87.39,14.74,7,1,100.0,2,HARDER
4,98.67,12.19,4,0,99.57,1,HARDER
9,64.29,36.18,17,5,59.24,3,EASIER
6,86.21,11.87,8,1,92.67,2,HARDER
9,82.9,20.58,12,2,80.28,3,HARDER
12,87.03,34.15,16,2,81.34,4,HARDER
9,77.31,19.52,14,3,67.86,3,SAME
12,69.23,28.66,24,6,33.9,4,EASIER
9,91.77,11.05,11,1,84.15,3,HARDER
12,76.48,34.57,17,4,71.17,4,SAME
12,86.55,29.79,17,2,97.34,4,HARDER
9,83.2,18.87,12,2,82.3,3,SAME
12,74.7,15.66,19,4,77.57,4,SAME
4,79.26,15.51,7,1,82.11,1,SAME
16,77.03,37.14,22,5,64.74,5,SAME
4,79.89,10.25,6,1,99.37,1,HARDER
6,99.38,23.42,6,0,99.53,2,HARDER
6,85.68,14.35,7,1,96.77,2,HARDER
6,59.31,29.28,12,4,69.08,2,EASIER
12,91.46,19.71,15,1,100.0,4,HARDER
6,85.17,19.96,8,1,89.15,2,HARDER
6,66.4,19.24,12,3,71.54,2,SAME
4,68.34,15.62,8,2,84.12,1,EASIER
4,80.16,19.81,5,1,85.54,1,SAME
6,85.97,16.31,7,1,92.28,2,HARDER
4,97.59,7.22,5,0,98.61,1,HARDER
6,85.15,11.61,7,1,90.42,2,HARDER
16,84.07,27.68,22,3,74.18,5,HARDER
6,86.03,21.91,8,1,84.09,2,HARDER
6,67.98,19.6,9,3,66.26,2,SAME
16,75.88,28.64,23,5,62.23,5,EASIER
16,75.99,26.36,22,5,62.91,5,SAME
6,83.06,11.94,7,1,94.21,2,HARDER
16,78.2,26.89,24,4,61.11,5,EASIER
4,78.85,10.9,5,1,91.35,1,HARDER
6,66.79,13.06,10,3,78.83,2,SAME
16,73.17,31.94,25,6,38.54,5,EASIER
6,66.28,12.32,10,3,63.19,2,SAME
16,66.59,35.34,29,8,32.94,5,EASIER
4,99.99,12.51,4,0,95.45,1,HARDER
16,83.4,36.75,20,3,67.26,5,HARDER
4,100.0,12.64,4,0,96.4,1,HARDER
4,100.0,16.5,4,0,100.0,1,HARDER
12,65.34,56.84,20,6,65.96,4,EASIER
6,100.0,9.89,6,0,97.81,2,HARDER
9,82.48,28.38,14,2,67.93,3,HARDER
12,74.4,40.23,19,4,61.36,4,SAME
12,87.55,17.47,16,2,86.09,4,HARDER
6,100.0,15.15,6,0,98.71,2,HARDER
16,83.81,37.44,21,3,70.65,5,HARDER
12,85.79,20.95,18,2,81.29,4,HARDER
16,66.63,21.45,31,8,30.47,5,EASIER
4,80.94,14.22,5,1,78.74,1,SAME
4,98.82,12.61,4,0,100.0,1,HARDER
12,81.66,28.99,17,3,78.84,4,HARDER
6,84.55,16.35,9,1,81.75,2,HARDER
6,73.73,19.92,10,2,73.58,2,HARDER
16,75.78,25.42,23,5,48.99,5,EASIER
6,86.38,13.23,7,1,97.2,2,HARDER
4,80.91,21.62,5,1,88.47,1,SAME
16,85.34,26.27,26,3,64.52,5,SAME
4,99.54,8.95,4,0,100.0,1,HARDER
4,100.0,7.53,4,0,98.35,1,HARDER
16,71.14,49.46,26,7,55.23,5,EASIER
4,66.29,14.19,6,2,83.03,1,HARDER
16,84.84,35.16,25,3,66.47,5,SAME
12,100.0,15.63,12,0,100.0,4,HARDER
6,88.8,13.72,7,1,91.34,2,HARDER
9,100.0,16.52,10,0,100.0,3,HARDER
12,86.05,20.06,15,2,88.55,4,HARDER
9,89.52,17.07,11,1,100.0,3,HARDER
4,100.0,10.02,4,0,100.0,1,HARDER
12,79.14,33.39,17,3,77.75,4,HARDER
6,84.82,12.71,8,1,94.56,2,HARDER
9,82.86,13.09,13,2,86.75,3,HARDER
16,89.04,42.75,22,2,76.61,5,HARDER
6,99.21,17.64,6,0,100.0,2,HARDER
6,84.41,13.09,7,1,100.0,2,HARDER
6,86.16,19.6,8,1,89.25,2,HARDER
16,88.99,42.83,22,2,88.06,5,HARDER
12,92.45,27.67,16,1,84.35,4,HARDER
9,82.6,19.61,12,2,84.05,3,HARDER
9,75.66,22.07,15,3,66.63,3,SAME
6,85.22,27.86,10,1,89.08,2,SAME
4,99.51,13.86,4,0,100.0,1,HARDER
6,99.48,14.82,6,0,100.0,2,EASIER
6,74.34,24.45,9,2,88.58,2,HARDER
4,79.52,18.54,5,1,100.0,1,HARDER
6,100.0,18.08,6,0,96.31,2,HARDER
16,74.57,47.34,27,6,39.11,5,EASIER
12,99.6,18.2,12,0,100.0,4,HARDER
9,82.44,37.3,15,2,79.07,3,HARDER
4,100.0,11.69,4,0,89.19,1,HARDER
16,76.85,35.43,23,5,48.61,5,EASIER
12,79.16,35.72,15,3,91.17,4,SAME
6,64.04,20.74,11,3,74.79,2,EASIER
9,89.51,9.7,12,1,91.67,3,HARDER
6,76.14,24.47,9,2,91.17,2,SAME
9,100.0,11.96,9,0,100.0,3,HARDER
12,92.81,10.49,14,1,99.56,4,HARDER
16,70.23,65.25,28,7,48.17,5,EASIER
6,99.94,11.95,6,0,100.0,2,HARDER
6,99.34,12.65,6,0,96.8,2,HARDER
12,85.73,30.18,19,2,68.44,4,HARDER
4,99.79,13.61,4,0,100.0,1,HARDER
12,74.77,18.63,18,4,62.39,4,HARDER
12,93.8,19.31,14,1,98.91,4,HARDER
6,73.08,13.02,9,2,78.03,2,HARDER
12,74.65,29.75,17,4,66.04,4,SAME
9,78.57,17.86,12,2,92.76,3,HARDER
16,75.38,26.24,22,5,65.29,5,EASIER
6,84.72,14.55,8,1,85.55,2,HARDER
4,79.85,17.13,5,1,99.31,1,HARDER
9,82.76,34.63,12,2,86.97,3,HARDER
6,100.0,11.53,6,0,100.0,2,HARDER
6,100.0,19.98,6,0,100.0,2,HARDER
12,74.83,31.73,19,4,67.02,4,EASIER
9,80.52,30.22,13,2,84.88,3,SAME
6,100.0,12.76,6,0,100.0,2,HARDER
16,71.68,33.95,30,6,37.2,5,EASIER
16,89.54,28.82,21,2,81.06,5,HARDER
9,80.57,18.33,15,2,93.09,3,HARDER
16,79.34,26.5,23,4,74.34,5,SAME
12,84.59,23.01,16,2,95.04,4,HARDER
4,100.0,15.76,4,0,95.75,1,SAME
16,80.07,41.42,24,4,69.33,5,SAME
9,80.81,26.63,14,2,78.57,3,EASIER
12,68.23,31.89,24,6,40.85,4,EASIER
12,84.95,26.26,14,2,81.25,4,HARDER
9,99.94,16.97,10,0,97.89,3,HARDER
12,70.36,27.75,19,5,53.94,4,EASIER
6,76.36,16.86,10,2,67.78,2,HARDER
4,98.51,9.8,5,0,98.52,1,HARDER
12,86.22,26.3,14,2,84.35,4,HARDER
4,100.0,9.69,5,0,100.0,1,HARDER
12,73.4,23.51,22,4,37.83,4,EASIER
9,91.83,11.3,11,1,96.62,3,HARDER
4,79.65,13.65,5,1,75.87,1,HARDER
4,100.0,14.51,4,0,98.77,1,HARDER
4,99.07,12.97,4,0,100.0,1,HARDER
12,80.84,22.86,17,3,64.81,4,HARDER
4,100.0,10.66,4,0,100.0,1,HARDER
12,86.87,18.97,14,2,71.21,4,HARDER
9,83.53,18.74,14,2,76.38,3,HARDER
12,82.23,28.83,17,3,73.61,4,HARDER
4,100.0,16.85,5,0,92.89,1,HARDER
4,100.0,13.2,4,0,98.57,1,HARDER
12,71.66,37.57,25,5,50.58,4,EASIER
12,81.01,30.44,19,3,84.27,4,SAME
12,66.65,43.39,23,6,49.34,4,EASIER
9,75.79,16.89,15,3,64.97,3,SAME
16,66.49,36.99,29,8,24.44,5,EASIER
4,79.59,11.6,5,1,91.41,1,HARDER
16,81.14,43.54,22,4,70.98,5,SAME
16,76.56,44.6,26,5,59.64,5,EASIER
9,89.44,21.9,11,1,75.25,3,HARDER
16,80.2,31.21,24,4,49.74,5,SAME
9,90.95,28.46,13,1,96.66,3,HARDER
9,81.2,18.43,13,2,82.74,3,HARDER
6,99.56,12.21,6,0,91.96,2,HARDER
4,100.0,11.75,4,0,95.1,1,HARDER
16,79.45,25.4,28,4,61.81,5,SAME
16,90.27,35.73,19,2,89.23,5,HARDER
12,92.02,20.73,14,1,80.54,4,HARDER
6,84.53,18.29,10,1,81.99,2,HARDER
12,74.36,34.14,20,4,68.55,4,EASIER
4,66.01,19.15,8,2,63.05,1,EASIER
16,76.88,51.89,21,5,73.71,5,EASIER
4,81.21,12.36,6,1,91.23,1,HARDER
9,75.65,30.64,13,3,84.83,3,SAME
6,100.0,13.26,6,0,94.9,2,HARDER
16,69.76,66.47,25,7,45.84,5,EASIER
9,90.33,15.03,10,1,97.48,3,HARDER
4,65.6,18.32,6,2,87.1,1,EASIER
4,99.72,16.17,4,0,99.8,1,EASIER
4,80.07,17.29,7,1,86.05,1,HARDER
16,82.13,18.1,23,4,54.15,5,SAME
16,75.48,34.92,24,5,65.33,5,EASIER
12,71.1,58.08,19,5,65.98,4,EASIER
9,81.04,31.57,13,2,84.48,3,HARDER
16,94.25,24.47,17,1,97.94,5,HARDER
16,88.03,22.42,20,2,88.46,5,HARDER
9,81.96,36.72,12,2,78.34,3,HARDER
9,68.58,23.81,16,4,69.68,3,EASIER
9,83.74,19.63,15,2,72.73,3,SAME
9,89.9,14.86,11,1,92.49,3,HARDER
12,78.56,15.7,15,3,83.48,4,HARDER
4,67.73,16.38,8,2,72.14,1,EASIER
4,58.05,20.9,8,3,78.18,1,EASIER
9,90.7,17.18,12,1,91.61,3,HARDER
9,70.35,24.75,13,4,70.78,3,EASIER
